trial	block	mode	shape1	shape2	color1	color2	shift	stim_type	feat1	feat2
1	1	motion-shape	0	0	blue	blue	1.4	3	1	1.4
2	1	motion-shape	1	0	red	blue	-1.4	9	1	1.4
3	1	motion-shape	0	1	blue	blue	-1.4	3	1	1.4
4	1	motion-shape	0	1	red	blue	1.4	3	1	1.4
5	1	motion-shape	1	0	red	red	1.4	9	1	1.4
6	1	motion-shape	0	1	blue	red	-1.4	9	1	1.4
7	1	motion-shape	1	0	blue	blue	-1.4	3	1	1.4
8	1	motion-shape	1	1	red	blue	1.4	3	1	1.4
9	1	motion-shape	1	0	blue	blue	-1.4	3	1	1.4
10	1	motion-shape	1	1	red	blue	-1.4	3	1	1.4
11	1	motion-shape	0	0	red	red	1.4	3	1	1.4
12	1	motion-shape	1	0	red	red	1.4	9	1	1.4
13	1	motion-shape	1	1	blue	red	-1.4	3	1	1.4
14	1	motion-shape	0	1	blue	blue	1.4	9	1	1.4
15	1	motion-shape	1	0	red	red	1.4	3	1	1.4
16	1	motion-shape	0	0	red	blue	1.4	9	1	1.4
17	1	motion-shape	0	0	blue	red	-1.4	3	1	1.4
18	1	motion-shape	1	0	blue	red	-1.4	3	1	1.4
19	1	motion-shape	1	1	red	red	-1.4	9	1	1.4
20	1	motion-shape	0	0	red	blue	1.4	3	1	1.4
21	1	motion-shape	1	1	red	blue	1.4	3	1	1.4
22	1	motion-shape	0	1	blue	blue	-1.4	3	1	1.4
23	1	motion-shape	0	1	blue	blue	-1.4	3	1	1.4
24	1	motion-shape	0	1	red	blue	1.4	9	1	1.4
25	1	motion-shape	0	1	red	blue	1.4	3	1	1.4
26	1	motion-shape	1	0	blue	blue	-1.4	3	1	1.4
27	1	motion-shape	0	0	red	red	1.4	3	1	1.4
28	1	motion-shape	0	1	blue	red	-1.4	9	1	1.4
29	1	motion-shape	0	0	red	blue	1.4	3	1	1.4
30	1	motion-shape	1	0	blue	blue	-1.4	9	1	1.4
31	1	motion-shape	0	1	blue	blue	1.4	3	1	1.4
32	1	motion-shape	1	1	blue	red	-1.4	3	1	1.4
33	1	motion-shape	1	0	blue	blue	-1.4	3	1	1.4
34	1	motion-shape	1	0	blue	red	-1.4	3	1	1.4
35	1	motion-shape	0	1	red	red	1.4	3	1	1.4
36	1	motion-shape	0	0	red	red	-1.4	9	1	1.4
37	1	motion-shape	0	0	red	red	-1.4	3	1	1.4
38	1	motion-shape	1	1	blue	blue	1.4	3	1	1.4
39	1	motion-shape	1	0	red	blue	1.4	3	1	1.4
40	1	motion-shape	1	1	red	red	1.4	9	1	1.4
41	1	motion-shape	1	0	red	red	1.4	9	1	1.4
42	1	motion-shape	1	1	red	red	1.4	3	1	1.4
43	1	motion-shape	0	0	red	red	-1.4	3	1	1.4
44	1	motion-shape	0	1	blue	red	1.4	3	1	1.4
45	1	motion-shape	1	0	blue	blue	-1.4	3	1	1.4
46	1	motion-shape	1	1	blue	red	1.4	3	1	1.4
47	1	motion-shape	0	1	blue	red	1.4	3	1	1.4
48	1	motion-shape	1	1	blue	red	-1.4	3	1	1.4
49	1	motion-shape	0	1	blue	red	-1.4	3	1	1.4
50	1	motion-shape	0	0	red	blue	-1.4	3	1	1.4
51	2	motion-color	1	1	red	red	1.4	3	red	-1.4
52	2	motion-color	1	0	blue	blue	1.4	9	red	-1.4
53	2	motion-color	0	1	red	blue	1.4	9	red	-1.4
54	2	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
55	2	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
56	2	motion-color	1	1	red	blue	1.4	3	red	-1.4
57	2	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
58	2	motion-color	0	0	red	red	1.4	3	red	-1.4
59	2	motion-color	1	1	blue	blue	1.4	9	red	-1.4
60	2	motion-color	0	0	red	red	1.4	3	red	-1.4
61	2	motion-color	1	0	blue	blue	-1.4	3	red	-1.4
62	2	motion-color	0	0	blue	red	-1.4	9	red	-1.4
63	2	motion-color	0	1	blue	red	1.4	3	red	-1.4
64	2	motion-color	0	1	blue	blue	-1.4	9	red	-1.4
65	2	motion-color	1	1	red	blue	-1.4	3	red	-1.4
66	2	motion-color	1	0	red	red	1.4	3	red	-1.4
67	2	motion-color	1	0	red	blue	-1.4	3	red	-1.4
68	2	motion-color	1	0	red	red	1.4	3	red	-1.4
69	2	motion-color	0	1	blue	blue	1.4	3	red	-1.4
70	2	motion-color	1	0	red	red	-1.4	3	red	-1.4
71	2	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
72	2	motion-color	1	0	red	blue	-1.4	3	red	-1.4
73	2	motion-color	0	1	red	blue	-1.4	3	red	-1.4
74	2	motion-color	1	0	red	blue	-1.4	9	red	-1.4
75	2	motion-color	1	1	red	red	1.4	3	red	-1.4
76	2	motion-color	1	1	blue	red	1.4	3	red	-1.4
77	2	motion-color	1	0	blue	blue	1.4	3	red	-1.4
78	2	motion-color	0	0	blue	red	1.4	3	red	-1.4
79	2	motion-color	0	1	blue	red	-1.4	9	red	-1.4
80	2	motion-color	0	0	red	red	1.4	3	red	-1.4
81	2	motion-color	0	0	red	red	-1.4	3	red	-1.4
82	2	motion-color	1	1	blue	red	-1.4	3	red	-1.4
83	2	motion-color	1	1	red	red	1.4	3	red	-1.4
84	2	motion-color	1	1	blue	red	1.4	3	red	-1.4
85	2	motion-color	0	0	red	blue	1.4	3	red	-1.4
86	2	motion-color	0	1	red	red	-1.4	9	red	-1.4
87	2	motion-color	0	1	blue	red	-1.4	9	red	-1.4
88	2	motion-color	0	0	blue	blue	-1.4	9	red	-1.4
89	2	motion-color	0	0	red	blue	-1.4	3	red	-1.4
90	2	motion-color	0	1	blue	blue	1.4	9	red	-1.4
91	2	motion-color	0	0	red	red	-1.4	3	red	-1.4
92	2	motion-color	0	1	blue	red	1.4	3	red	-1.4
93	2	motion-color	1	1	blue	red	1.4	9	red	-1.4
94	2	motion-color	1	1	red	blue	1.4	3	red	-1.4
95	2	motion-color	1	0	red	red	1.4	9	red	-1.4
96	2	motion-color	1	1	red	blue	-1.4	3	red	-1.4
97	2	motion-color	0	0	blue	red	-1.4	3	red	-1.4
98	2	motion-color	1	0	blue	blue	1.4	3	red	-1.4
99	2	motion-color	1	1	red	blue	-1.4	3	red	-1.4
100	2	motion-color	1	0	blue	red	-1.4	3	red	-1.4
101	3	motion-shape	0	1	red	blue	-1.4	3	0	1.4
102	3	motion-shape	0	0	blue	red	-1.4	3	0	1.4
103	3	motion-shape	1	0	red	red	1.4	9	0	1.4
104	3	motion-shape	1	0	red	red	1.4	3	0	1.4
105	3	motion-shape	1	0	red	blue	-1.4	9	0	1.4
106	3	motion-shape	1	0	red	blue	1.4	9	0	1.4
107	3	motion-shape	1	1	blue	blue	1.4	3	0	1.4
108	3	motion-shape	1	0	red	red	1.4	3	0	1.4
109	3	motion-shape	0	0	red	blue	-1.4	3	0	1.4
110	3	motion-shape	1	0	red	blue	1.4	3	0	1.4
111	3	motion-shape	1	1	blue	blue	1.4	3	0	1.4
112	3	motion-shape	0	0	red	red	-1.4	3	0	1.4
113	3	motion-shape	1	0	red	red	1.4	3	0	1.4
114	3	motion-shape	1	0	red	red	-1.4	9	0	1.4
115	3	motion-shape	1	0	red	blue	-1.4	3	0	1.4
116	3	motion-shape	1	1	blue	blue	1.4	3	0	1.4
117	3	motion-shape	0	1	blue	blue	1.4	9	0	1.4
118	3	motion-shape	0	0	blue	red	1.4	3	0	1.4
119	3	motion-shape	1	0	red	blue	-1.4	9	0	1.4
120	3	motion-shape	1	1	red	red	1.4	9	0	1.4
121	3	motion-shape	0	0	blue	blue	-1.4	9	0	1.4
122	3	motion-shape	0	1	blue	red	1.4	3	0	1.4
123	3	motion-shape	0	0	red	red	-1.4	3	0	1.4
124	3	motion-shape	1	0	red	red	-1.4	3	0	1.4
125	3	motion-shape	0	1	red	red	1.4	3	0	1.4
126	3	motion-shape	1	1	blue	red	1.4	9	0	1.4
127	3	motion-shape	1	1	blue	red	1.4	3	0	1.4
128	3	motion-shape	0	1	blue	red	1.4	3	0	1.4
129	3	motion-shape	0	0	blue	blue	-1.4	3	0	1.4
130	3	motion-shape	0	0	red	blue	-1.4	9	0	1.4
131	3	motion-shape	0	1	red	blue	1.4	3	0	1.4
132	3	motion-shape	0	1	red	blue	1.4	3	0	1.4
133	3	motion-shape	1	1	red	red	-1.4	3	0	1.4
134	3	motion-shape	0	1	blue	blue	-1.4	3	0	1.4
135	3	motion-shape	1	0	red	red	-1.4	3	0	1.4
136	3	motion-shape	0	0	blue	red	-1.4	9	0	1.4
137	3	motion-shape	0	1	blue	blue	1.4	3	0	1.4
138	3	motion-shape	1	1	blue	red	-1.4	3	0	1.4
139	3	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
140	3	motion-shape	0	1	blue	red	-1.4	3	0	1.4
141	3	motion-shape	1	0	red	blue	-1.4	9	0	1.4
142	3	motion-shape	1	1	blue	red	1.4	3	0	1.4
143	3	motion-shape	0	0	red	blue	-1.4	9	0	1.4
144	3	motion-shape	0	1	blue	red	1.4	3	0	1.4
145	3	motion-shape	0	0	blue	blue	-1.4	3	0	1.4
146	3	motion-shape	0	1	red	red	-1.4	3	0	1.4
147	3	motion-shape	0	1	blue	blue	1.4	3	0	1.4
148	3	motion-shape	0	1	blue	blue	1.4	3	0	1.4
149	3	motion-shape	1	0	blue	red	1.4	3	0	1.4
150	3	motion-shape	1	1	blue	blue	-1.4	3	0	1.4
151	4	motion-color	0	0	red	blue	1.4	3	red	-1.4
152	4	motion-color	0	1	blue	red	1.4	3	red	-1.4
153	4	motion-color	0	0	blue	blue	1.4	3	red	-1.4
154	4	motion-color	1	1	blue	red	1.4	3	red	-1.4
155	4	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
156	4	motion-color	1	0	red	blue	-1.4	9	red	-1.4
157	4	motion-color	0	0	red	blue	1.4	9	red	-1.4
158	4	motion-color	1	1	blue	red	-1.4	3	red	-1.4
159	4	motion-color	1	1	red	blue	-1.4	9	red	-1.4
160	4	motion-color	0	1	red	red	1.4	3	red	-1.4
161	4	motion-color	1	0	red	red	1.4	3	red	-1.4
162	4	motion-color	0	0	red	blue	1.4	9	red	-1.4
163	4	motion-color	1	1	red	red	-1.4	3	red	-1.4
164	4	motion-color	0	0	red	red	-1.4	3	red	-1.4
165	4	motion-color	1	0	blue	red	1.4	9	red	-1.4
166	4	motion-color	1	1	blue	red	-1.4	3	red	-1.4
167	4	motion-color	0	1	red	blue	1.4	3	red	-1.4
168	4	motion-color	0	0	blue	red	-1.4	3	red	-1.4
169	4	motion-color	1	1	red	blue	-1.4	3	red	-1.4
170	4	motion-color	1	1	blue	blue	1.4	9	red	-1.4
171	4	motion-color	1	1	red	blue	1.4	3	red	-1.4
172	4	motion-color	1	0	blue	blue	-1.4	3	red	-1.4
173	4	motion-color	1	1	blue	blue	1.4	3	red	-1.4
174	4	motion-color	1	0	red	red	-1.4	3	red	-1.4
175	4	motion-color	0	0	blue	blue	-1.4	3	red	-1.4
176	4	motion-color	0	0	blue	red	-1.4	9	red	-1.4
177	4	motion-color	0	0	red	blue	1.4	3	red	-1.4
178	4	motion-color	1	0	blue	blue	-1.4	9	red	-1.4
179	4	motion-color	1	1	red	blue	-1.4	9	red	-1.4
180	4	motion-color	1	1	blue	red	1.4	3	red	-1.4
181	4	motion-color	0	1	red	red	1.4	9	red	-1.4
182	4	motion-color	0	0	red	blue	1.4	9	red	-1.4
183	4	motion-color	0	1	blue	red	-1.4	9	red	-1.4
184	4	motion-color	1	1	blue	red	1.4	3	red	-1.4
185	4	motion-color	0	0	red	blue	-1.4	3	red	-1.4
186	4	motion-color	0	1	red	blue	-1.4	3	red	-1.4
187	4	motion-color	1	0	blue	blue	1.4	3	red	-1.4
188	4	motion-color	0	1	blue	blue	-1.4	3	red	-1.4
189	4	motion-color	1	1	blue	red	-1.4	3	red	-1.4
190	4	motion-color	0	0	red	red	-1.4	3	red	-1.4
191	4	motion-color	0	0	blue	red	-1.4	3	red	-1.4
192	4	motion-color	0	0	blue	red	-1.4	9	red	-1.4
193	4	motion-color	0	1	blue	blue	1.4	3	red	-1.4
194	4	motion-color	0	0	red	blue	-1.4	3	red	-1.4
195	4	motion-color	1	1	blue	red	1.4	3	red	-1.4
196	4	motion-color	1	0	red	red	-1.4	3	red	-1.4
197	4	motion-color	1	1	red	red	1.4	3	red	-1.4
198	4	motion-color	1	0	red	red	1.4	3	red	-1.4
199	4	motion-color	0	1	red	blue	1.4	3	red	-1.4
200	4	motion-color	1	1	blue	red	1.4	3	red	-1.4
201	5	motion-shape	1	1	blue	red	1.4	3	1	-1.4
202	5	motion-shape	1	0	blue	blue	1.4	3	1	-1.4
203	5	motion-shape	0	0	red	blue	1.4	3	1	-1.4
204	5	motion-shape	0	0	blue	red	-1.4	3	1	-1.4
205	5	motion-shape	1	0	red	blue	-1.4	3	1	-1.4
206	5	motion-shape	1	1	blue	blue	1.4	9	1	-1.4
207	5	motion-shape	0	1	red	blue	-1.4	3	1	-1.4
208	5	motion-shape	0	0	red	red	1.4	3	1	-1.4
209	5	motion-shape	1	0	red	red	-1.4	3	1	-1.4
210	5	motion-shape	0	0	blue	blue	1.4	3	1	-1.4
211	5	motion-shape	1	0	red	red	-1.4	9	1	-1.4
212	5	motion-shape	1	0	red	red	1.4	3	1	-1.4
213	5	motion-shape	0	0	blue	red	-1.4	3	1	-1.4
214	5	motion-shape	0	1	red	blue	-1.4	3	1	-1.4
215	5	motion-shape	1	0	red	blue	-1.4	3	1	-1.4
216	5	motion-shape	1	1	blue	blue	1.4	9	1	-1.4
217	5	motion-shape	1	1	red	red	-1.4	9	1	-1.4
218	5	motion-shape	1	1	blue	red	1.4	3	1	-1.4
219	5	motion-shape	0	0	blue	red	-1.4	3	1	-1.4
220	5	motion-shape	1	0	red	red	-1.4	9	1	-1.4
221	5	motion-shape	0	1	blue	blue	-1.4	3	1	-1.4
222	5	motion-shape	0	0	blue	red	-1.4	3	1	-1.4
223	5	motion-shape	1	0	blue	red	1.4	3	1	-1.4
224	5	motion-shape	0	1	blue	blue	-1.4	9	1	-1.4
225	5	motion-shape	1	1	red	blue	1.4	3	1	-1.4
226	5	motion-shape	1	1	blue	red	1.4	3	1	-1.4
227	5	motion-shape	0	1	blue	blue	-1.4	3	1	-1.4
228	5	motion-shape	0	1	blue	red	1.4	3	1	-1.4
229	5	motion-shape	0	0	blue	blue	1.4	9	1	-1.4
230	5	motion-shape	0	1	blue	red	-1.4	3	1	-1.4
231	5	motion-shape	0	0	red	blue	1.4	3	1	-1.4
232	5	motion-shape	1	1	red	blue	1.4	3	1	-1.4
233	5	motion-shape	1	1	red	red	1.4	3	1	-1.4
234	5	motion-shape	0	1	red	blue	-1.4	3	1	-1.4
235	5	motion-shape	0	0	red	red	1.4	3	1	-1.4
236	5	motion-shape	0	0	red	red	1.4	9	1	-1.4
237	5	motion-shape	1	0	red	red	1.4	9	1	-1.4
238	5	motion-shape	0	1	blue	blue	1.4	9	1	-1.4
239	5	motion-shape	0	1	red	blue	-1.4	3	1	-1.4
240	5	motion-shape	1	1	blue	blue	-1.4	3	1	-1.4
241	5	motion-shape	1	0	blue	red	-1.4	3	1	-1.4
242	5	motion-shape	1	1	blue	blue	-1.4	3	1	-1.4
243	5	motion-shape	0	1	blue	red	-1.4	9	1	-1.4
244	5	motion-shape	1	1	red	blue	-1.4	3	1	-1.4
245	5	motion-shape	0	0	red	blue	1.4	3	1	-1.4
246	5	motion-shape	1	0	red	red	1.4	9	1	-1.4
247	5	motion-shape	1	0	red	red	-1.4	3	1	-1.4
248	5	motion-shape	0	0	blue	blue	-1.4	3	1	-1.4
249	5	motion-shape	1	1	red	red	1.4	3	1	-1.4
250	5	motion-shape	0	1	blue	blue	1.4	3	1	-1.4
251	6	motion-color	1	0	red	red	-1.4	3	blue	-1.4
252	6	motion-color	0	1	red	blue	1.4	9	blue	-1.4
253	6	motion-color	0	0	red	red	1.4	3	blue	-1.4
254	6	motion-color	1	1	red	blue	1.4	3	blue	-1.4
255	6	motion-color	0	1	red	red	-1.4	3	blue	-1.4
256	6	motion-color	0	1	blue	blue	-1.4	9	blue	-1.4
257	6	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
258	6	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
259	6	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
260	6	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
261	6	motion-color	1	0	blue	red	1.4	3	blue	-1.4
262	6	motion-color	0	1	blue	blue	-1.4	9	blue	-1.4
263	6	motion-color	1	0	red	blue	1.4	3	blue	-1.4
264	6	motion-color	1	1	red	red	1.4	3	blue	-1.4
265	6	motion-color	0	0	blue	red	1.4	9	blue	-1.4
266	6	motion-color	1	1	blue	red	1.4	9	blue	-1.4
267	6	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
268	6	motion-color	1	0	red	blue	1.4	3	blue	-1.4
269	6	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
270	6	motion-color	1	0	red	blue	-1.4	3	blue	-1.4
271	6	motion-color	0	0	blue	blue	1.4	9	blue	-1.4
272	6	motion-color	0	0	blue	red	-1.4	3	blue	-1.4
273	6	motion-color	1	1	red	blue	-1.4	3	blue	-1.4
274	6	motion-color	1	1	blue	red	1.4	3	blue	-1.4
275	6	motion-color	0	0	blue	red	1.4	3	blue	-1.4
276	6	motion-color	1	1	red	red	-1.4	3	blue	-1.4
277	6	motion-color	0	1	blue	blue	-1.4	3	blue	-1.4
278	6	motion-color	0	1	red	blue	-1.4	3	blue	-1.4
279	6	motion-color	0	1	blue	red	1.4	3	blue	-1.4
280	6	motion-color	0	0	red	blue	-1.4	9	blue	-1.4
281	6	motion-color	0	1	red	blue	1.4	9	blue	-1.4
282	6	motion-color	0	1	red	blue	1.4	3	blue	-1.4
283	6	motion-color	0	1	blue	red	1.4	3	blue	-1.4
284	6	motion-color	0	0	blue	blue	1.4	9	blue	-1.4
285	6	motion-color	0	1	blue	red	-1.4	3	blue	-1.4
286	6	motion-color	1	0	red	red	-1.4	3	blue	-1.4
287	6	motion-color	1	1	red	red	1.4	3	blue	-1.4
288	6	motion-color	1	1	blue	red	-1.4	3	blue	-1.4
289	6	motion-color	0	0	red	red	-1.4	3	blue	-1.4
290	6	motion-color	1	0	blue	blue	-1.4	3	blue	-1.4
291	6	motion-color	0	1	red	blue	-1.4	9	blue	-1.4
292	6	motion-color	1	0	blue	blue	1.4	3	blue	-1.4
293	6	motion-color	0	0	red	blue	1.4	3	blue	-1.4
294	6	motion-color	0	0	blue	blue	1.4	3	blue	-1.4
295	6	motion-color	1	0	red	blue	1.4	3	blue	-1.4
296	6	motion-color	1	0	blue	red	-1.4	3	blue	-1.4
297	6	motion-color	1	1	red	red	-1.4	3	blue	-1.4
298	6	motion-color	1	1	blue	red	-1.4	9	blue	-1.4
299	6	motion-color	0	0	red	blue	1.4	3	blue	-1.4
300	6	motion-color	0	0	red	red	-1.4	9	blue	-1.4
301	7	motion-shape	0	1	blue	blue	-1.4	9	0	-1.4
302	7	motion-shape	1	1	red	red	1.4	3	0	-1.4
303	7	motion-shape	0	0	blue	red	-1.4	3	0	-1.4
304	7	motion-shape	1	0	red	blue	-1.4	3	0	-1.4
305	7	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
306	7	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
307	7	motion-shape	0	1	blue	red	-1.4	9	0	-1.4
308	7	motion-shape	1	0	red	blue	1.4	3	0	-1.4
309	7	motion-shape	1	1	red	red	-1.4	9	0	-1.4
310	7	motion-shape	1	0	blue	red	1.4	3	0	-1.4
311	7	motion-shape	1	1	blue	red	1.4	3	0	-1.4
312	7	motion-shape	1	0	blue	blue	1.4	9	0	-1.4
313	7	motion-shape	1	0	blue	red	1.4	9	0	-1.4
314	7	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
315	7	motion-shape	0	0	red	blue	1.4	9	0	-1.4
316	7	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
317	7	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
318	7	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
319	7	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
320	7	motion-shape	1	0	blue	red	-1.4	3	0	-1.4
321	7	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
322	7	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
323	7	motion-shape	1	0	red	red	-1.4	3	0	-1.4
324	7	motion-shape	0	1	red	blue	1.4	3	0	-1.4
325	7	motion-shape	1	0	red	red	-1.4	3	0	-1.4
326	7	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
327	7	motion-shape	0	0	blue	blue	1.4	3	0	-1.4
328	7	motion-shape	1	1	blue	red	-1.4	3	0	-1.4
329	7	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
330	7	motion-shape	0	0	red	blue	1.4	9	0	-1.4
331	7	motion-shape	0	1	red	red	1.4	3	0	-1.4
332	7	motion-shape	0	1	red	red	-1.4	9	0	-1.4
333	7	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
334	7	motion-shape	1	1	blue	red	1.4	9	0	-1.4
335	7	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
336	7	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
337	7	motion-shape	1	1	red	red	1.4	9	0	-1.4
338	7	motion-shape	1	0	red	red	1.4	3	0	-1.4
339	7	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
340	7	motion-shape	0	1	red	blue	1.4	3	0	-1.4
341	7	motion-shape	0	0	blue	red	1.4	3	0	-1.4
342	7	motion-shape	1	0	red	red	1.4	3	0	-1.4
343	7	motion-shape	0	1	blue	blue	-1.4	3	0	-1.4
344	7	motion-shape	0	1	red	red	-1.4	3	0	-1.4
345	7	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
346	7	motion-shape	0	1	red	blue	-1.4	3	0	-1.4
347	7	motion-shape	0	0	red	blue	1.4	3	0	-1.4
348	7	motion-shape	0	0	red	red	1.4	9	0	-1.4
349	7	motion-shape	0	0	blue	red	-1.4	3	0	-1.4
350	7	motion-shape	0	1	blue	red	1.4	3	0	-1.4
351	8	motion-color	0	0	blue	red	1.4	9	blue	1.4
352	8	motion-color	1	0	red	red	1.4	3	blue	1.4
353	8	motion-color	1	0	blue	red	1.4	9	blue	1.4
354	8	motion-color	0	1	blue	blue	1.4	3	blue	1.4
355	8	motion-color	0	1	red	blue	-1.4	9	blue	1.4
356	8	motion-color	1	1	blue	blue	1.4	3	blue	1.4
357	8	motion-color	1	1	red	blue	-1.4	3	blue	1.4
358	8	motion-color	1	0	red	red	-1.4	9	blue	1.4
359	8	motion-color	1	1	blue	blue	-1.4	3	blue	1.4
360	8	motion-color	1	0	red	blue	-1.4	9	blue	1.4
361	8	motion-color	1	1	blue	red	-1.4	3	blue	1.4
362	8	motion-color	0	1	red	red	1.4	3	blue	1.4
363	8	motion-color	0	1	red	blue	1.4	9	blue	1.4
364	8	motion-color	0	1	blue	red	1.4	3	blue	1.4
365	8	motion-color	0	1	blue	red	1.4	9	blue	1.4
366	8	motion-color	0	1	blue	blue	1.4	3	blue	1.4
367	8	motion-color	1	1	red	red	-1.4	3	blue	1.4
368	8	motion-color	1	1	red	red	1.4	3	blue	1.4
369	8	motion-color	0	0	blue	blue	1.4	3	blue	1.4
370	8	motion-color	0	0	blue	blue	1.4	3	blue	1.4
371	8	motion-color	1	0	blue	red	1.4	3	blue	1.4
372	8	motion-color	0	0	red	red	-1.4	3	blue	1.4
373	8	motion-color	0	1	red	blue	1.4	9	blue	1.4
374	8	motion-color	0	0	blue	blue	1.4	3	blue	1.4
375	8	motion-color	0	0	red	red	1.4	3	blue	1.4
376	8	motion-color	1	1	blue	blue	-1.4	3	blue	1.4
377	8	motion-color	0	0	blue	blue	1.4	3	blue	1.4
378	8	motion-color	1	0	blue	red	-1.4	3	blue	1.4
379	8	motion-color	1	1	blue	red	-1.4	3	blue	1.4
380	8	motion-color	0	0	blue	blue	-1.4	3	blue	1.4
381	8	motion-color	1	0	red	red	-1.4	9	blue	1.4
382	8	motion-color	0	1	red	red	-1.4	3	blue	1.4
383	8	motion-color	0	0	red	red	-1.4	9	blue	1.4
384	8	motion-color	1	1	blue	blue	-1.4	9	blue	1.4
385	8	motion-color	1	0	blue	blue	-1.4	3	blue	1.4
386	8	motion-color	0	0	red	red	1.4	3	blue	1.4
387	8	motion-color	1	0	red	blue	1.4	3	blue	1.4
388	8	motion-color	1	0	blue	red	-1.4	3	blue	1.4
389	8	motion-color	1	0	red	blue	-1.4	3	blue	1.4
390	8	motion-color	0	1	red	blue	1.4	3	blue	1.4
391	8	motion-color	1	1	red	blue	-1.4	3	blue	1.4
392	8	motion-color	0	0	blue	blue	1.4	3	blue	1.4
393	8	motion-color	0	1	blue	red	-1.4	3	blue	1.4
394	8	motion-color	1	1	blue	red	-1.4	3	blue	1.4
395	8	motion-color	0	0	red	blue	-1.4	3	blue	1.4
396	8	motion-color	1	1	blue	blue	-1.4	3	blue	1.4
397	8	motion-color	1	1	red	red	1.4	9	blue	1.4
398	8	motion-color	0	1	red	red	1.4	3	blue	1.4
399	8	motion-color	1	0	red	red	-1.4	3	blue	1.4
400	8	motion-color	0	0	red	blue	1.4	3	blue	1.4
401	9	motion-shape	1	1	blue	red	-1.4	9	0	-1.4
402	9	motion-shape	1	0	blue	red	1.4	3	0	-1.4
403	9	motion-shape	1	1	blue	blue	1.4	3	0	-1.4
404	9	motion-shape	1	0	blue	red	1.4	9	0	-1.4
405	9	motion-shape	1	1	red	blue	1.4	9	0	-1.4
406	9	motion-shape	0	0	red	red	-1.4	3	0	-1.4
407	9	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
408	9	motion-shape	1	1	red	blue	1.4	9	0	-1.4
409	9	motion-shape	0	0	red	red	1.4	3	0	-1.4
410	9	motion-shape	0	1	blue	blue	-1.4	3	0	-1.4
411	9	motion-shape	0	0	red	red	1.4	9	0	-1.4
412	9	motion-shape	1	0	blue	blue	-1.4	3	0	-1.4
413	9	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
414	9	motion-shape	0	1	red	red	-1.4	3	0	-1.4
415	9	motion-shape	1	0	red	red	-1.4	3	0	-1.4
416	9	motion-shape	0	0	blue	red	1.4	3	0	-1.4
417	9	motion-shape	1	1	blue	red	-1.4	9	0	-1.4
418	9	motion-shape	0	0	blue	blue	-1.4	3	0	-1.4
419	9	motion-shape	0	1	blue	red	-1.4	3	0	-1.4
420	9	motion-shape	0	0	blue	red	1.4	3	0	-1.4
421	9	motion-shape	0	0	blue	red	1.4	3	0	-1.4
422	9	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
423	9	motion-shape	1	0	blue	blue	1.4	3	0	-1.4
424	9	motion-shape	1	0	red	red	1.4	3	0	-1.4
425	9	motion-shape	1	1	blue	blue	-1.4	3	0	-1.4
426	9	motion-shape	1	1	red	blue	-1.4	3	0	-1.4
427	9	motion-shape	0	1	blue	blue	1.4	3	0	-1.4
428	9	motion-shape	1	1	blue	red	1.4	3	0	-1.4
429	9	motion-shape	0	0	red	blue	-1.4	3	0	-1.4
430	9	motion-shape	0	1	red	blue	1.4	9	0	-1.4
431	9	motion-shape	0	0	blue	red	1.4	3	0	-1.4
432	9	motion-shape	0	1	blue	blue	-1.4	3	0	-1.4
433	9	motion-shape	0	0	red	red	1.4	3	0	-1.4
434	9	motion-shape	1	1	red	blue	-1.4	9	0	-1.4
435	9	motion-shape	1	0	red	blue	-1.4	9	0	-1.4
436	9	motion-shape	1	1	blue	red	1.4	3	0	-1.4
437	9	motion-shape	1	0	blue	blue	1.4	9	0	-1.4
